pair	inflected_pair	alignments	Source Language	Target Language
('tackle', 'issue')	('tackled', 'issue')	[('tackled', 'in'), ('tackled', 'Angriff'), ('tackled', 'genommen'), ('tackled', 'werden'), ('issue', 'Thema')]	I want to ask the President-in-Office to take up the hard option which in our view accompanies the opening conference and that is to begin the process of discussing the complex issue which was not concluded at Amsterdam and which the Luxembourg summit at least had the grace to admit must be tackled .	Ich möchte den amtierenden Präsidenten auffordern , den steinigen Weg zu begehen , der unserer Meinung nach die Eröffnungskonferenz begleitet , nämlich , den Diskussionsprozeß über das komplexe Thema zu beginnen , das in Amsterdam nicht abgeschlossen wurde und zu dem der Luxemburger Gipfel zumindest äußerte , es müsse in Angriff genommen werden .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Lösung'), ('problem', 'Problems')]	I have made my view clear in this Parliament that I believe the only way to tackle this serious problem , which faces us all , is at national level , and closer to the people .	Ich habe meine Ansicht in diesem Parlament bereits dargelegt , daß der einzig wahre Ansatzpunkt zur Lösung dieses ernsthaften Problems , das uns alle betrifft , auf nationaler Ebene liegt und somit näher bei den Menschen .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'anzugehen'), ('problems', 'Probleme')]	If the terrible events of 22 December jolt those in a position of responsibility to take the actions required , not only to resolve the conflict , but also to tackle the underlying problems of poverty , deprivation and discrimination which lie behind the Zapatista revolt , the victims of Acteal will not have died in vain .	Falls die schrecklichen Ereignisse vom 22 . Dezember die Verantwortlichen dazu aufrütteln , die erforderlichen Maßnahmen zu ergreifen , um nicht nur den Konflikt beizulegen , sondern auch die der Zapatista-Revolte zugrunde liegenden Probleme wie Armut , Not und Diskriminierung anzugehen , so sind die Opfer von Acteal nicht umsonst gestorben .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'angehen'), ('problem', 'Problem')]	We have to tackle both : the problem that was the European Year of Tourism and the systems that are quite inadequate in the Commission - witness the inadequacy with which the report of the Court of Auditors was dealt with .	Wir müssen beides angehen , das Problem mit dem Europäischen Jahr des Tourismus und das Problem der sehr unzureichenden Systeme in der Kommission - als Beispiel sei nur der Umgang mit dem Bericht des Rechnungshofes genannt .
('find', 'way')	('find', 'way')	[('find', 'NULL'), ('way', 'Ausweg')]	It is now up to the oil industry and to the governments in the countries which have no contingency plan to find some way out to offer people who own these cars , either through the marketing of lead additives or through the marketing of re-formulated petrol .	Es ist nun Sache der Ölindustrie und der Regierungen in den Ländern , die noch über keinen Ausweichplan verfügen , den Besitzern dieser Autos einen Ausweg entweder durch den Verkauf von Bleiadditiven oder von Benzin mit neuer chemischer Formel anzubieten .
('tackle', 'problem')	('tackled', 'problems')	[('tackled', 'angegangen'), ('tackled', 'werden'), ('problems', 'Problemen')]	Many Members here are being invited , as I am , to conferences , some organized by presidents-in-office , full of experienced rational experts who want a European contribution to international problems which can not be properly tackled at local or national levels .	Viele Mitglieder des Parlaments werden , wie auch ich , zu Konferenzen eingeladen , von denen manche von amtierenden Ratspräsidenten veranstaltet werden und an der viele erfahrene , rational denkende Experten teilnehmen , welche einen europäischen Beitrag zu internationalen Problemen herbeiwünschen , die auf lokalen oder nationalen Ebenen allein nicht richtig angegangen werden können .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	Of course , it is a long way ahead , so we need to find a quicker way of ensuring that the directive is implemented .	Natürlich ist es bis dahin noch ein weiter Weg , so daß wir einen schnelleren Weg finden müssen , um sicherzustellen , daß die Richtlinie umgesetzt wird .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'Bewältigung'), ('problems', 'Probleme')]	Finally , I stress that the Commission is certainly not insensitive to problems that might materialize from the abolition of duty-free on intra-EU travel , but it will insist that the appropriate instruments be used to tackle any such problems without re-opening an issue which , as I have stressed several times , simply implies having ordinary citizens bear the burden .	Schließlich betone ich , daß die Kommission sich ganz sicher nicht Problemen gegenüber verschlossen zeigt , die aus der Abschaffung der Duty-free-Regelung im EU-internen Verkehr erwachsen könnten , doch wird sie darauf bestehen , daß für die Bewältigung aller derartigen Probleme die dafür geeigneten Instrumente eingesetzt werden , ohne dabei erneut eine Frage aufzurollen , die es einfach nach sich zieht , wie ich schon mehrfach betont habe , daß normale Bürger die Lasten tragen müssen .
('tackle', 'issue')	('tackled', 'issue')	[('tackled', 'NULL'), ('issue', 'Thema')]	There is one extremely important issue that must be tackled in the framework of the new cooperation agreements and that is the issue of arms sales .	Bei den neuen Kooperationsabkommen sollte ein äußerst wichtiges Thema im Vordergrund stehen , nämlich der Waffenhandel .
('close', 'plan')	('close', 'plan')	[('close', 'Abbau'), ('plan', 'Anlage')]	The principal purpose of the Shelter Improvement Plan must be to close and decommission the plan completely , as quickly as possible .	Hauptziel des `` Shelter Improvement Plan '' muß die völlige Stillegung und der vollständige Abbau der Anlage sein , und zwar so bald wie möglich .
('tackle', 'problem')	('tackling', 'problem')	[('tackling', 'Bekämpfung'), ('tackling', 'des'), ('problem', 'Problems'), ('problem', 'der'), ('problem', 'Arbeitslosigkeit')]	It is essential that we in Parliament and the Commission , keep our minds , and our ears and our eyes open , for new ways of tackling the unemployment problem .	Es ist wichtig , daß wir im Parlament und in der Kommission unsere Sinne , unsere Ohren und unsere Augen für neue Wege zur Bekämpfung des Problems der Arbeitslosigkeit offenhalten .
('break', 'cycle')	('break', 'cycle')	[('break', 'verringern'), ('cycle', 'NULL')]	Furthermore , although Agenda 2000 purports to adopt a more market-led approach , the proposed payments to compensate farmers for a reduction in price are not time-limited and will do nothing to break the cycle of dependence of European farmers on European subsidies ; nor will they address the legitimate concerns of the taxpayer .	Außerdem gibt die Agenda 2000 zwar vor , einen marktorientierten Ansatz zu verfolgen , doch sind die Ausgleichszahlungen an die Landwirte für die Preissenkungen zeitlich nicht begrenzt und werden nicht dazu beitragen , die Abhängigkeit der europäischen Landwirte von Beihilfen zu verringern ; sie werden auch den legitimen Bedenken der Steuerzahler nicht gerecht .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'Behandlung'), ('problem', '-problemen')]	For that , either you would need a bilateral agreement with Japan to ensure that they would also apply competition rules in a normal way to open up the markets ; or else we could think what might be done in a broader framework like the World Trade Organization , but specifically designed to tackle competition issues and competition problems .	Dafür bräuchte man entweder ein bilaterales Abkommen mit Japan , um sicherzustellen , daß sie die Wettbewerbsregeln so einhalten , daß ihre Märkte offen sind ; oder aber man könnte sich auch überlegen , was in einem größeren Rahmen wie der Welthandelsorganisation unternommen werden könnte , wenn diese speziell für die Behandlung von Wettbewerbsfragen und - problemen ausgerüstet wäre .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'gelöst'), ('tackle', 'werden'),  ('tackle', 'können'), ('problems', 'Probleme')]	What better way of doing that than engaging the best brains in Europe on behalf of the people to tackle the problems which worry the people ?	Wie könnte man dies besser bewerkstelligen als durch die Mithilfe der führenden Köpfe Europas , damit die Probleme , die den Menschen Sorgen bereiten , gelöst werden können ?
('tackle', 'problem')	('tackling', 'problem')	[('tackling', 'NULL'), ('problem', 'Lösung')]	An early warning system will , we hope , help in the short term but if that was the solution then there would be no need for the long-term computerized way of tackling the problem .	Wir hoffen , daß ein Frühwarnsystem kurzfristig Abhilfe schaffen wird , aber wenn dies genügen würde , dann wäre längerfristig keine computergestützte Lösung nötig .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Bewältigung'), ('problem', 'Problems')]	I would like to ask the Minister-in-Office whether ultimately the way to tackle this problem is to look at the different excise duty rates in the different Member States and perhaps that should be the long-term goal of the Council of Ministers .	Ich möchte gerne vom amtierenden Minster wissen , ob die Möglichkeit einer Bewältigung dieses Problems letztendlich darin besteht , die unterschiedliche Höhe der Verbrauchsteuern in den einzelnen Mitgliedstaaten zu prüfen . Vielleicht sollte dies das langfristige Ziel des Ministerrats sein .
('mount', 'exhibition')	('mount', 'exhibition')	[('mount', 'veranstaltet'), ('exhibition', 'Ausstellung')]	It is normal practice , as Members of this House will recognize , for Council presidencies to mount an exhibition of a cultural , social or historical nature in the conference part of the Justus Lipsius building .	Wie die Abgeordneten dieses Hauses anerkennen werden , ist es üblich , daß die Ratspräsidentschaft eine Ausstellung zu einem kulturellen , sozialen oder geschichtlichen Thema in der Eingangshalle des JustusLipsius-Gebäudes veranstaltet .
('find', 'way')	('found', 'ways')	[('found', 'gefunden'), ('ways', 'Wege')]	We particularly welcome the Council 's invitation to the Commission to make proposals as to how new and creative ways can be found to support the fresh opportunities which the peace agreement will bring .	Insbesondere begrüßen wir die Initiative des Rates , daß die Kommission Vorschläge dahingehend macht , wie neue und kreative Wege zur Unterstützung der neuen , aus dem Friedensabkommen resultierenden Möglichkeiten gefunden werden können .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'anzugehen'), ('problem', 'Probleme')]	I would also like to take the opportunity to appeal to you to tackle the real problem that agriculture is facing throughout Europe , and certainly within the United Kingdom , and the problem of the strong pound sterling in its relation to the green pound .	Ich möchte auch die Gelegenheit nutzen und Sie auffordern , die schwerwiegenden Probleme in der europäischen Landwirtschaft , insbesondere in Großbritannien , und das Problem des starken Pfund Sterling im Verhältnis zum grünen Pfund anzugehen .
